,user_name,user_profile_url,rating,local_guide,comment_num,comment_text
99, 馬玟巧 ,https://www.google.com/maps/contrib/104554585894595553451/reviews?hl=zh-TW,5,True,53,  好吃！來這邊就是要吃各種牛肉料理，涮牛肉、青菜炒牛肉等� … 
100, Felicia ,https://www.google.com/maps/contrib/101264443044022096418/reviews?hl=zh-TW,4,True,286,"  2022/06
湯頭鮮甜（吃完有一點口渴）
牛肉片跟牛筋必點 … "
101, HomeHome Chen ,https://www.google.com/maps/contrib/109737567300205608232/reviews?hl=zh-TW,5,True,786,  我們都2個人來點一盤花肉、一份酸菜牛肉、一碗白飯、再點個花枝丸、就吃得很爽很開心了！2個人這樣吃大約1000初就很滿足了！酸菜牛肉真的是超下飯的，必點！吃完再喝湯吃菜唰牛肉，舒服！ 
102, 方大頭 ,https://www.google.com/maps/contrib/115455715768648398392/reviews?hl=zh-TW,4,True,"1,441",  高雄牛老大涮牛肉本店在高雄，生意超級好的，強調當天現宰溫體牛肉直送，台北也開了幾間分店！ 
103, Mac Yang ,https://www.google.com/maps/contrib/109709682456146092645/reviews?hl=zh-TW,5,True,650,  很優的牛肉鍋，食材新鮮，份量也恰好 
104, Stone Lie ,https://www.google.com/maps/contrib/111902441507508055279/reviews?hl=zh-TW,5,True,22,  果然跟以往吃過的牛肉有點分別，灼2至3秒不要點任何東西，感覺到牛肉新鮮得好像還在口中跳動，而且湯頭鮮甜。 
105, 藍萭芯 ,https://www.google.com/maps/contrib/100575262176982662937/reviews?hl=zh-TW,5,False,26,  蠻喜歡牛老大的湯頭的，食材也都新鮮，承德店是我比較喜歡的分店！ 
106, 陳明永 ,https://www.google.com/maps/contrib/112477683469609213412/reviews?hl=zh-TW,3,True,148,  點青菜時說沒有，但是結帳時卻看到晚到的其他客人還是有點到青菜。 
107, Lyn Liu ,https://www.google.com/maps/contrib/106784610305927605545/reviews?hl=zh-TW,4,True,477,  兩個人用餐點小鍋底就可以，湯頭鮮甜，牛肉新鮮不用說，熱炒很下飯� … 
108, _Ayanliu_ ,https://www.google.com/maps/contrib/106916366931592728361/reviews?hl=zh-TW,3,True,49,"  碗盤用破損的上菜，對餐飲業形象不太好
應該多注意一下細節 不然可惜了一家不錯的牛肉店 "
109," 蔡, chung峯 (Tell you truth) ",https://www.google.com/maps/contrib/114464722208790620362/reviews?hl=zh-TW,4,True,145,  人很多，開車不易停，牛肉搭配湯真的完美，但價格不便宜。 
110, 李永漢 ,https://www.google.com/maps/contrib/117682136061626900303/reviews?hl=zh-TW,5,True,343,  特別喜愛酸菜牛肉，配上火鍋可以跟好友相聚的好餐廳 
111, No Mushroom ,https://www.google.com/maps/contrib/107835172477967627190/reviews?hl=zh-TW,4,True,394,"  新鮮牛肉好吃，價格不便宜，加收一成服務費
建議先訂位 "
112, S.C. Huang ,https://www.google.com/maps/contrib/113179906975593751800/reviews?hl=zh-TW,3,True,134,"  牛肉很新鮮，
但是比起台南的溫體牛，
在肉質的軟嫩上似乎還是差了一截 "
113, Ha Lee ,https://www.google.com/maps/contrib/114330461818933502714/reviews?hl=zh-TW,4,True,127,"  湯頭美味 現切牛肉新鮮
熱炒類的口味也很不錯
已吃過多次 整體感覺都很好 "
114, 鄭家瑜 ,https://www.google.com/maps/contrib/113728983784356142716/reviews?hl=zh-TW,5,True,71,  牛肉好新鮮，湯頭也很棒！價位不低就是了！ 
115, 美慧（Mei） ,https://www.google.com/maps/contrib/115536535525432428487/reviews?hl=zh-TW,5,True,35,  有青才敢大聲啦！真的很好吃～沾醬也是一流的！建議可先提前定位 
116, Heath Yeh ,https://www.google.com/maps/contrib/112754298092581344924/reviews?hl=zh-TW,5,True,60,"  牛肉 好吃，新鮮
白飯有水準之上
湯頭清淡有味 "
117, 周瑜 ,https://www.google.com/maps/contrib/110545352341335337548/reviews?hl=zh-TW,1,False,1,  吃個飯一直催，CP值有夠低，東西貴還吃不飽 
118, Mei Chou ,https://www.google.com/maps/contrib/102496028385924434376/reviews?hl=zh-TW,5,True,41,  好吃，不能太晚來，不然都賣光了！ 
119, 蔡皓偉 ,https://www.google.com/maps/contrib/106378737210949992637/reviews?hl=zh-TW,4,True,52,"  湯頭好喝牛肉新鮮
價格 小貴
餐具要自己拿還收10%服務費
覺得不合理 "
120, 小笨瓜子小笨（koko8811） ,https://www.google.com/maps/contrib/102267543019555934700/reviews?hl=zh-TW,1,True,146,"  平均一個人吃下來700-800元說真的CP真的很低
還要收服務費真的看不懂
餐具� … "
121, I NING SHEN ,https://www.google.com/maps/contrib/117418939290262922100/reviews?hl=zh-TW,3,True,15,  外帶牛肉燴飯，份量蠻少的，大概是塑膠碗的一半而已，燴飯的汁佔了大半，女生的食量吃完沒有飽的感覺，味道還可以 
122, Lee Lee ,https://www.google.com/maps/contrib/111045720589888852414/reviews?hl=zh-TW,1,False,7,"  牛肉燴飯一碗賣150 白飯給熱炒店10元一碗的份量？
千萬不要點外送 少的跟吃完的廚餘一樣 "
123, COLOGNE CHEN ,https://www.google.com/maps/contrib/111947529740228223275/reviews?hl=zh-TW,5,False,10,  牛肉鮮嫩好吃，熱炒牛肉空心菜也非常到味，火鍋牛肉湯頭也很鮮甜，會在回顧，推薦！ 
124, Gillian Chiu ,https://www.google.com/maps/contrib/112783833054179377686/reviews?hl=zh-TW,5,True,68,  湯頭不錯，食材新鮮 
125, Ying Ting Huang ,https://www.google.com/maps/contrib/117052972868540332934/reviews?hl=zh-TW,5,True,"1,231",  還不錯吃，料多實在。牛肉新鮮，涮一下即可食。整體來說不賴～適合多人一起享用。可先訂位，用餐時間人多。現在因為疫情需要噴酒精+量體溫，不過體溫計有點久需要等待一下哈！辛苦大家了～值得一訪哦！ 
126, Hsuan Huang ,https://www.google.com/maps/contrib/100361002725791505019/reviews?hl=zh-TW,5,True,181,"  好吃
價格合理（台北應該算便宜了）
上菜也很快 … "
127, Peichun Hsu ,https://www.google.com/maps/contrib/105874694599073350001/reviews?hl=zh-TW,5,True,112,  湯頭好喝牛肉有新鮮，但份量不多有點小貴 
128, Erin Tseng ,https://www.google.com/maps/contrib/114524798013519937467/reviews?hl=zh-TW,4,True,358,  湯底是用蔬果熬成的，喝起來很溫潤，溫體牛肉新鮮好吃，無論是酸菜或是芥藍菜炒牛肉都很棒，難怪人潮滿滿 
129, 單單 ,https://www.google.com/maps/contrib/117454147123966879063/reviews?hl=zh-TW,4,True,929,  從高雄開上來的連鎖店，店內空間寬敞空調舒適，點餐方式跟高雄差不多(但沒注意價格是否有差距)，餐點味道也跟在高雄吃到的差不多──但這家根據上次我們用餐的經驗就是牛肉的部位每次都不一樣、看來是要憑運氣跟面相才吃得到好吃的部位──有趣的是阿桑服務生簡直也像是從高雄上來的一般很熱情地招呼我們，有些感人。廁所分男女廁各一間、有點髒亂。 
130, 峻仔JunBasso ,https://www.google.com/maps/contrib/113524085755957357299/reviews?hl=zh-TW,4,False,16,"  好吃
但可能9.多去的關係
很多東西都沒有了
但整體還是很棒的 "
131, M C Wu ,https://www.google.com/maps/contrib/116271456586639478783/reviews?hl=zh-TW,4,True,154,  雖然跟高雄的沒法比 但是在台北能吃到已經很感動了 
132, Michelle Huang ,https://www.google.com/maps/contrib/102895173742686044121/reviews?hl=zh-TW,5,False,6,  食物好吃 寵物友善！ � … 
133, 高千千 ,https://www.google.com/maps/contrib/108070959653194486960/reviews?hl=zh-TW,5,True,240,  湯頭清甜，涮牛肉吃的出原味！！好吃！！快炒類的也夠味！！ 
134, Amber Lee ,https://www.google.com/maps/contrib/102134320284972001803/reviews?hl=zh-TW,3,True,79,"  .

個人比較重口味 … "
135, KIKI. LIU ,https://www.google.com/maps/contrib/101056273125372521574/reviews?hl=zh-TW,4,True,70,  七上八下涮牛肚，湯頭加上蔬菜的鮮甜，適合聚餐，桌與桌間隔小，較不適合帶小朋友一起前來 
136, Hui Yi ,https://www.google.com/maps/contrib/105085603275055607063/reviews?hl=zh-TW,4,True,154,"  價格高，但牛肉本身就是奢侈食物
小鍋底湯頭鮮美，牛肉現宰，加一成服務費，久久吃一次，享受一下~~ "
137, 陳秋縈 ,https://www.google.com/maps/contrib/105607272129661179763/reviews?hl=zh-TW,4,True,218,  讓我回想起台南的牛肉鍋，兩個人點小鍋底一盤肉剛剛好 
138, Caesar Tan ,https://www.google.com/maps/contrib/100343468093487584322/reviews?hl=zh-TW,3,True,403,"  忙到沒有玻璃杯喝酒 有點奇妙
價位偏高，份量偏小。 "
139, 謝依璇 ,https://www.google.com/maps/contrib/115699097192801312854/reviews?hl=zh-TW,5,True,20,"  上菜速度快
餐點口味讚
會在回訪店家 "
140, Edge Khoh ,https://www.google.com/maps/contrib/112494281661560739505/reviews?hl=zh-TW,5,True,86,  牛肉新鮮就是好吃！湯底甜，涮牛肉後+冬粉超級好吃！ 
141, Li-Yun Yin ,https://www.google.com/maps/contrib/102220633705970174441/reviews?hl=zh-TW,5,True,127,  鍋底的菜都非常鮮甜！火鍋很好吃！可惜熱炒類都很小盤，吃得不過癮 
142, Eric Wu ,https://www.google.com/maps/contrib/113841120127782609081/reviews?hl=zh-TW,3,True,109,"  湯頭可以，肉盤單價個人認為過高
跟南部牛肉鍋還是有段差距 "
143, 陳齊修 ,https://www.google.com/maps/contrib/104445071947647440200/reviews?hl=zh-TW,3,True,113,  吃起來味道尚可，價格偏高 
144, Charles Yu ,https://www.google.com/maps/contrib/116578732828784995485/reviews?hl=zh-TW,4,True,368,  肉質新鮮，價錢可接受，炒的也不錯 
145, 駱君君 ,https://www.google.com/maps/contrib/103769137586472753974/reviews?hl=zh-TW,4,True,969,"  湯頭甜美 肉質鮮美

服務員也很親切 "
146, STG t ,https://www.google.com/maps/contrib/114131719980656154839/reviews?hl=zh-TW,1,True,139,"  這碗牛肉要兩二 ？？？
這份量讓我覺得憤怒耶
什麼意思啊？ "
147, 許君洋 ,https://www.google.com/maps/contrib/114712543936741642673/reviews?hl=zh-TW,5,True,22,  好吃的涮牛肉，芥蘭炒牛肉也超讚，好吃好吃 
148, Daily天天 ,https://www.google.com/maps/contrib/114109654027182291363/reviews?hl=zh-TW,4,True,413,  涮過溫體牛肉的湯好甜好好喝，芥蘭牛肉也好吃。 
149, jimmy hsu ,https://www.google.com/maps/contrib/102975766456590172441/reviews?hl=zh-TW,4,True,72,"  牛肉好吃
可以先薑絲及牛肉放在碗裡，再將火鍋湯淋進去，會更好吃。 "
150, 周孫一 ,https://www.google.com/maps/contrib/113124506814177340960/reviews?hl=zh-TW,4,False,3,  跟高雄的很接近，牛舌冷盤、雪花牛都不錯 
151, Orlanda Tsai ,https://www.google.com/maps/contrib/100122609516069872128/reviews?hl=zh-TW,4,True,145,"  記得先預約
炒牛雜和蔥爆牛肉普普
但涮牛肉和湯很讚 "
152, Jenny Yu珍妮 游零極限 ,https://www.google.com/maps/contrib/117845160831682823038/reviews?hl=zh-TW,5,True,166,"  老闆娘很美
老闆很帥
東西很好吃❤️ "
153, va va ,https://www.google.com/maps/contrib/115401476751955351513/reviews?hl=zh-TW,1,False,3,"  這個菜要230？請問是用黃金種的是不是
料真的少的可憐
點了三碗燴飯 飯有跟沒有一樣
真的是蠻誇張的 "
154, Maggie Ma ,https://www.google.com/maps/contrib/104386417454835708618/reviews?hl=zh-TW,5,True,308,  湯頭清甜，現切溫體牛肉軟嫰好吃，特推涼拌牛舌 
155, woddy ,https://www.google.com/maps/contrib/105742646560991981108/reviews?hl=zh-TW,5,True,61,  東西都不錯吃 就是稍稍貴了點 
156, Ruiying Lo ,https://www.google.com/maps/contrib/105679376268591731539/reviews?hl=zh-TW,5,True,321,  湯頭讚，牛尾一定要點，別太晚來，好料都會賣光光 
157, Champion Chen ,https://www.google.com/maps/contrib/107741535818333689305/reviews?hl=zh-TW,5,True,141,  牛肉新鮮，湯頭清甜回甘！ 
158, Long Tora ,https://www.google.com/maps/contrib/102258883533622002648/reviews?hl=zh-TW,3,True,139,  隔了2、3年今日再訪，均消一人約500-600元，溫體牛肉質不佳，帶筋咬的很辛苦，蔥爆牛肉跟芥蘭牛肉味道也都沒之前好..有些失望！ 
159, GuanFu Chen ,https://www.google.com/maps/contrib/106127795105568894816/reviews?hl=zh-TW,4,True,96,"  東西算好吃
火鍋湯頭也不錯
但是才八點多就幾乎一半以上品項都沒有，有點太誇張了…… "
160, hana liu ,https://www.google.com/maps/contrib/117064127202076377857/reviews?hl=zh-TW,5,True,269,  大同運動中心運動完走過來吃，還不錯，湯有甜味 
161, 陳妍婷 ,https://www.google.com/maps/contrib/107988963228572146775/reviews?hl=zh-TW,5,True,409,  牛肉好吃，建議先訂位 
162, 葉柏洋 ,https://www.google.com/maps/contrib/105650289624000879287/reviews?hl=zh-TW,5,True,79,  晚上十一點想吃東西，還能吃到這麼高品質的牛肉料理！讚！ 
163, 向晚 ,https://www.google.com/maps/contrib/102532897042398361717/reviews?hl=zh-TW,1,True,60,"  扯！
外帶牛肉燴飯 沒有給飯！ … "
164, Yu Chen Chang (玉貞的網路日技) ,https://www.google.com/maps/contrib/106238530610796179845/reviews?hl=zh-TW,4,True,"1,005",  湯頭跟肉有新鮮、其他中等；跟高雄的朋友覺得非常好吃，可能是因為道地的高雄人味道 
165, 劉宇 ,https://www.google.com/maps/contrib/115202716094120051020/reviews?hl=zh-TW,4,True,48,  蠻好吃的，是我喜歡的口味 
166, Christina Chou ,https://www.google.com/maps/contrib/101513680100798516509/reviews?hl=zh-TW,2,True,200,  好不容易訂到位子，吃八點場，但肉品只剩下一種@@ 
167, 林小妞 ,https://www.google.com/maps/contrib/118121192994428654278/reviews?hl=zh-TW,4,True,112,  好好吃啊，肉新鮮，湯很甜，但價錢很不優啊！貴鬆鬆 
168, Matt Liu ,https://www.google.com/maps/contrib/108119739234273108010/reviews?hl=zh-TW,5,True,36,  非常好吃，值得來回味 
169, C C ,https://www.google.com/maps/contrib/105209145196832374949/reviews?hl=zh-TW,5,True,292,"  店員親切、服務好
湯頭越煮越鮮甜！
價格實在！ "
170, Joey Liao ,https://www.google.com/maps/contrib/100557952869683578448/reviews?hl=zh-TW,5,False,19,"  建議來這裡一律喝牛尾湯，真的物超所值！
牛尾是台灣的那種，不是一般國外進口的哦！帶一層皮有夠好吃！ "
171, senka Alfred ,https://www.google.com/maps/contrib/107082049826522208378/reviews?hl=zh-TW,4,True,183,  吃過高雄店的，比較晚來所以沒什麼人，芥蘭牛肉賣完了，點了酸菜牛肉 
172, 呂ㄚ昌 ,https://www.google.com/maps/contrib/104068453481996719644/reviews?hl=zh-TW,5,True,168,"  湯頭鮮甜
牛肉品質佳 "
173, Steven Yang ,https://www.google.com/maps/contrib/110764098514029285641/reviews?hl=zh-TW,1,True,364,  品質跟不上價格，便宜點會比較好。 
174, Housë Kuo ,https://www.google.com/maps/contrib/113890992703638177011/reviews?hl=zh-TW,3,True,16,  外帶燴飯和炒青菜，90的炒青菜份量只有一點點扣2星 
175, Shan Chuang ,https://www.google.com/maps/contrib/106559404257780015647/reviews?hl=zh-TW,1,True,21,  之前來現場吃覺得很好吃，所以疫情期間來外帶，買了中鍋底想要多要一包清湯，因為自己在家裡煮怕湯很快就沒了，店員說沒辦法但湯會給我多一些，在現場吃可以一直補湯，外帶卻連多一小包湯都不能，重點湯也沒有給多超小一包...... 
176, 洪小維 ,https://www.google.com/maps/contrib/114214030058798290621/reviews?hl=zh-TW,5,True,525,  好吃新鮮 湯頭很厲害 
177, 周哲豪 ,https://www.google.com/maps/contrib/105858098588051348442/reviews?hl=zh-TW,4,True,160,  好吃 不過東西的種類沒有太多 
178, Brian Ing ,https://www.google.com/maps/contrib/100556616628426202582/reviews?hl=zh-TW,5,True,52,  一定要來吃這裡的熱炒，酸白菜炒牛肉真的超屌一盤可以配好幾碗飯 
179, Riva Lin ,https://www.google.com/maps/contrib/115095297385508092727/reviews?hl=zh-TW,1,True,84,  以前去店裡吃的時候，雖然不是走平價路線的，但是總覺得付這個價錢，吃到很大盤的東西，還是覺得很有它的價值，昨天送來的根本就是只有四口，還要兩百多塊，全家人看到都傻眼，現在疫情期間，很多店家都紛紛降價，希望可以把這波疫情撐過去，不降價也沒有關係，大家都辛苦，竟然還漲價，裡面的東西少的可憐，而且價格不知道是不是也是漲了，用這種心情在賣吃的，真的是讓人覺得沒有良心，會盡量跟很多親朋好友講，一定不要去吃！ 
